gene_pd,symbol_pd,description_pd,genetype_pd,ntranscripts_pd
LOC107073498,LOC107073498,uncharacterized LOC107073498,ncRNA,1
LOC107073499,LOC107073499,uncharacterized LOC107073499,ncRNA,1
LOC107073500,LOC107073500,uncharacterized LOC107073500,PROTEIN_CODING,1
LOC107073501,LOC107073501,uncharacterized LOC107073501,PROTEIN_CODING,1
LOC107073504,LOC107073504,uncharacterized LOC107073504,PROTEIN_CODING,1
LOC107073505,LOC107073505,uncharacterized LOC107073505,PROTEIN_CODING,1
LOC107073506,LOC107073506,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073507,LOC107073507,uncharacterized LOC107073507,PROTEIN_CODING,1
LOC107073508,LOC107073508,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073509,LOC107073509,uncharacterized LOC107073509,ncRNA,1
LOC107073512,LOC107073512,uncharacterized LOC107073512,PROTEIN_CODING,1
LOC107073513,LOC107073513,uncharacterized LOC107073513,PROTEIN_CODING,1
LOC107073514,LOC107073514,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073516,LOC107073516,uncharacterized LOC107073516,PROTEIN_CODING,1
LOC107073517,LOC107073517,uncharacterized LOC107073517,ncRNA,2
LOC107073520,LOC107073520,uncharacterized LOC107073520,ncRNA,1
LOC107073521,LOC107073521,transcription termination factor 2-like,PSEUDO,NA
LOC107073522,LOC107073522,uncharacterized LOC107073522,PROTEIN_CODING,1
LOC107073523,LOC107073523,acyl-CoA desaturase-like,PSEUDO,NA
LOC107073526,LOC107073526,uncharacterized LOC107073526,PROTEIN_CODING,1
LOC107073527,LOC107073527,uncharacterized LOC107073527,PROTEIN_CODING,1
LOC107073528,LOC107073528,uncharacterized LOC107073528,ncRNA,1
LOC107073529,LOC107073529,uncharacterized LOC107073529,ncRNA,1
LOC107073530,LOC107073530,uncharacterized LOC107073530,PROTEIN_CODING,1
LOC107073533,LOC107073533,uncharacterized LOC107073533,ncRNA,1
LOC107073535,LOC107073535,uncharacterized LOC107073535,PROTEIN_CODING,1
LOC107073548,LOC107073548,uncharacterized LOC107073548,PROTEIN_CODING,1
LOC107073551,LOC107073551,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073554,LOC107073554,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073557,LOC107073557,uncharacterized LOC107073557,PROTEIN_CODING,1
LOC107073558,LOC107073558,uncharacterized LOC107073558,PROTEIN_CODING,1
LOC107073559,LOC107073559,uncharacterized LOC107073559,PROTEIN_CODING,1
LOC107073560,LOC107073560,uncharacterized LOC107073560,PROTEIN_CODING,1
LOC107073561,LOC107073561,uncharacterized LOC107073561,PROTEIN_CODING,1
LOC107073562,LOC107073562,uncharacterized LOC107073562,PROTEIN_CODING,1
LOC107073565,LOC107073565,fatty acid synthase-like,PROTEIN_CODING,1
LOC107073566,LOC107073566,uncharacterized LOC107073566,PROTEIN_CODING,1
LOC107073570,LOC107073570,uncharacterized LOC107073570,PROTEIN_CODING,3
LOC107073572,LOC107073572,nucleolar protein 58-like,PROTEIN_CODING,1
LOC107073573,LOC107073573,farnesol dehydrogenase-like,PROTEIN_CODING,1
LOC107073575,LOC107073575,uncharacterized LOC107073575,PROTEIN_CODING,1
LOC107073578,LOC107073578,uncharacterized LOC107073578,PROTEIN_CODING,1
LOC107073579,LOC107073579,uncharacterized LOC107073579,ncRNA,1
LOC107073580,LOC107073580,uncharacterized LOC107073580,ncRNA,1
LOC107073581,LOC107073581,uncharacterized LOC107073581,ncRNA,1
LOC107073582,LOC107073582,uncharacterized LOC107073582,ncRNA,2
LOC107073583,LOC107073583,uncharacterized LOC107073583,PROTEIN_CODING,1
LOC107073584,LOC107073584,uncharacterized LOC107073584,PROTEIN_CODING,1
LOC107073585,LOC107073585,nose resistant to fluoxetine protein 6-like,PROTEIN_CODING,1
LOC107073587,LOC107073587,uncharacterized LOC107073587,PROTEIN_CODING,1
LOC107073599,LOC107073599,craniofacial development protein 2-like,PSEUDO,NA
LOC107073600,LOC107073600,uncharacterized LOC107073600,ncRNA,1
LOC107073602,LOC107073602,uncharacterized LOC107073602,PROTEIN_CODING,1
LOC107073605,LOC107073605,uncharacterized LOC107073605,ncRNA,1
LOC107073606,LOC107073606,uncharacterized LOC107073606,ncRNA,1
LOC107073607,LOC107073607,uncharacterized LOC107073607,ncRNA,1
LOC107073609,LOC107073609,uncharacterized LOC107073609,PROTEIN_CODING,1
LOC107073610,LOC107073610,protein FRG1-like,PSEUDO,NA
LOC107073611,LOC107073611,NADH-ubiquinone oxidoreductase chain 4-like,PSEUDO,NA
LOC107073612,LOC107073612,NADH-ubiquinone oxidoreductase chain 5-like,PSEUDO,NA
LOC107073615,LOC107073615,uncharacterized LOC107073615,PROTEIN_CODING,1
LOC107073616,LOC107073616,uncharacterized LOC107073616,PROTEIN_CODING,3
LOC107073624,LOC107073624,lipase 3-like,PROTEIN_CODING,2
LOC107073626,LOC107073626,(11Z)-hexadec-11-enoyl-CoA conjugase-like,PSEUDO,NA
LOC107073627,LOC107073627,uncharacterized LOC107073627,PROTEIN_CODING,1
LOC107073628,LOC107073628,uncharacterized LOC107073628,PROTEIN_CODING,1
LOC107073631,LOC107073631,uncharacterized LOC107073631,PROTEIN_CODING,1
LOC107073632,LOC107073632,uncharacterized LOC107073632,ncRNA,2
LOC107073633,LOC107073633,uncharacterized LOC107073633,ncRNA,1
LOC107073634,LOC107073634,uncharacterized LOC107073634,PROTEIN_CODING,1
LOC107073636,LOC107073636,putative nuclease HARBI1,PROTEIN_CODING,1
LOC107073637,LOC107073637,uncharacterized LOC107073637,ncRNA,1
LOC107073639,LOC107073639,uncharacterized LOC107073639,PROTEIN_CODING,1
LOC107073640,LOC107073640,uncharacterized LOC107073640,PROTEIN_CODING,1
LOC107073642,LOC107073642,uncharacterized LOC107073642,PROTEIN_CODING,1
LOC107073646,LOC107073646,uncharacterized LOC107073646,PROTEIN_CODING,1
LOC107073648,LOC107073648,uncharacterized LOC107073648,PROTEIN_CODING,1
LOC107073649,LOC107073649,uncharacterized LOC107073649,ncRNA,1
LOC107073650,LOC107073650,uncharacterized LOC107073650,ncRNA,1
LOC107073651,LOC107073651,uncharacterized LOC107073651,PROTEIN_CODING,1
LOC107073652,LOC107073652,uncharacterized LOC107073652,PROTEIN_CODING,1
LOC107073653,LOC107073653,uncharacterized LOC107073653,PROTEIN_CODING,1
LOC107073654,LOC107073654,uncharacterized LOC107073654,PROTEIN_CODING,1
LOC107073656,LOC107073656,nucleic-acid-binding protein from mobile element jockey-like,PROTEIN_CODING,1
LOC107073659,LOC107073659,uncharacterized LOC107073659,ncRNA,4
LOC107073660,LOC107073660,uncharacterized LOC107073660,ncRNA,1
LOC107073663,LOC107073663,uncharacterized LOC107073663,ncRNA,1
LOC107073664,LOC107073664,uncharacterized LOC107073664,ncRNA,1
LOC107073665,LOC107073665,uncharacterized LOC107073665,PROTEIN_CODING,1
LOC107073668,LOC107073668,uncharacterized LOC107073668,PSEUDO,NA
LOC107073670,LOC107073670,uncharacterized LOC107073670,ncRNA,3
LOC107073671,LOC107073671,girdin-like,PROTEIN_CODING,1
LOC107073674,LOC107073674,histone-lysine N-methyltransferase SETMAR-like,PROTEIN_CODING,1
LOC107073676,LOC107073676,uncharacterized LOC107073676,PROTEIN_CODING,1
LOC107073677,LOC107073677,uncharacterized LOC107073677,PROTEIN_CODING,1
LOC107073679,LOC107073679,uncharacterized LOC107073679,PROTEIN_CODING,1
LOC107073680,LOC107073680,glutamic acid-rich protein-like,PROTEIN_CODING,1
LOC107073681,LOC107073681,FMR1 autosomal homolog 2-like,PROTEIN_CODING,1
LOC107073686,LOC107073686,uncharacterized LOC107073686,PROTEIN_CODING,1
LOC107073690,LOC107073690,uncharacterized LOC107073690,ncRNA,1
LOC107073695,LOC107073695,uncharacterized LOC107073695,ncRNA,1
LOC107073696,LOC107073696,uncharacterized LOC107073696,ncRNA,1
LOC107073697,LOC107073697,uncharacterized LOC107073697,PROTEIN_CODING,1
LOC107073701,LOC107073701,uncharacterized LOC107073701,PROTEIN_CODING,1
LOC107073703,LOC107073703,uncharacterized LOC107073703,PROTEIN_CODING,1
LOC107073704,LOC107073704,uncharacterized LOC107073704,PROTEIN_CODING,1
LOC107073705,LOC107073705,uncharacterized LOC107073705,PROTEIN_CODING,1
LOC107073706,LOC107073706,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073707,LOC107073707,uncharacterized LOC107073707,PROTEIN_CODING,1
LOC107073708,LOC107073708,uncharacterized LOC107073708,PROTEIN_CODING,1
LOC107073713,LOC107073713,uncharacterized LOC107073713,ncRNA,1
LOC107073714,LOC107073714,cytochrome c oxidase subunit 3-like,PSEUDO,NA
LOC107073715,LOC107073715,ATP synthase subunit a-like,PSEUDO,NA
LOC107073716,LOC107073716,uncharacterized LOC107073716,PROTEIN_CODING,1
LOC107073717,LOC107073717,uncharacterized LOC107073717,ncRNA,1
LOC107073722,LOC107073722,uncharacterized LOC107073722,PSEUDO,NA
LOC107073725,LOC107073725,uncharacterized LOC107073725,ncRNA,3
LOC107073726,LOC107073726,uncharacterized LOC107073726,PROTEIN_CODING,1
LOC107073728,LOC107073728,uncharacterized LOC107073728,ncRNA,1
LOC107073730,LOC107073730,piggyBac transposable element-derived protein 4-like,PSEUDO,NA
LOC107073731,LOC107073731,uncharacterized LOC107073731,ncRNA,1
LOC107073733,LOC107073733,transcription factor Sp8-like,PROTEIN_CODING,1
LOC107073734,LOC107073734,glycine N-methyltransferase pseudogene,PSEUDO,NA
LOC107073736,LOC107073736,uncharacterized LOC107073736,PROTEIN_CODING,1
LOC107073741,LOC107073741,uncharacterized LOC107073741,PROTEIN_CODING,1
LOC107073742,LOC107073742,uncharacterized LOC107073742,ncRNA,1
LOC107073743,LOC107073743,uncharacterized LOC107073743,PROTEIN_CODING,1
LOC107073745,LOC107073745,uncharacterized LOC107073745,PROTEIN_CODING,1
LOC107073747,LOC107073747,uncharacterized LOC107073747,PROTEIN_CODING,1
LOC107073750,LOC107073750,microtubule-associated protein 1A-like,PROTEIN_CODING,1
LOC107073751,LOC107073751,uncharacterized LOC107073751,PROTEIN_CODING,2
LOC107073752,LOC107073752,uncharacterized LOC107073752,PROTEIN_CODING,1
LOC107073753,LOC107073753,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073755,LOC107073755,KAT8 regulatory NSL complex subunit 2-like,PSEUDO,NA
LOC107073757,LOC107073757,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073759,LOC107073759,uncharacterized LOC107073759,PROTEIN_CODING,1
LOC107073760,LOC107073760,uncharacterized LOC107073760,PSEUDO,NA
LOC107073761,LOC107073761,uncharacterized LOC107073761,ncRNA,1
LOC107073762,LOC107073762,uncharacterized LOC107073762,PROTEIN_CODING,1
LOC107073764,LOC107073764,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073768,LOC107073768,uncharacterized LOC107073768,PROTEIN_CODING,1
LOC107073769,LOC107073769,ATP synthase subunit a-like,PSEUDO,NA
LOC107073770,LOC107073770,COP9 signalosome complex subunit 5 pseudogene,PSEUDO,NA
LOC107073771,LOC107073771,uncharacterized LOC107073771,ncRNA,1
LOC107073773,LOC107073773,uncharacterized LOC107073773,PROTEIN_CODING,1
LOC107073775,LOC107073775,uncharacterized LOC107073775,PROTEIN_CODING,1
LOC107073777,LOC107073777,splicing factor U2af large subunit B-like,PROTEIN_CODING,1
LOC107073778,LOC107073778,uncharacterized LOC107073778,PROTEIN_CODING,1
LOC107073780,LOC107073780,uncharacterized LOC107073780,PROTEIN_CODING,1
LOC107073781,LOC107073781,COP9 signalosome complex subunit 5-like,PROTEIN_CODING,1
LOC107073783,LOC107073783,uncharacterized protein T26G10.4-like,PROTEIN_CODING,1
LOC107073785,LOC107073785,uncharacterized LOC107073785,PROTEIN_CODING,2
LOC107073786,LOC107073786,uncharacterized LOC107073786,ncRNA,1
LOC107073788,LOC107073788,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073789,LOC107073789,proline-rich protein 2-like,PROTEIN_CODING,1
LOC107073790,LOC107073790,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073791,LOC107073791,uncharacterized LOC107073791,PROTEIN_CODING,1
LOC107073792,LOC107073792,uncharacterized LOC107073792,PROTEIN_CODING,1
LOC107073793,LOC107073793,extensin-like,PROTEIN_CODING,1
LOC107073795,LOC107073795,uncharacterized LOC107073795,ncRNA,1
LOC107073796,LOC107073796,uncharacterized LOC107073796,PROTEIN_CODING,1
LOC107073797,LOC107073797,uncharacterized LOC107073797,ncRNA,1
LOC107073798,LOC107073798,putative fatty acyl-CoA reductase CG5065,PROTEIN_CODING,1
LOC107073815,LOC107073815,targeting protein for Xklp2-like,PROTEIN_CODING,1
LOC107073820,LOC107073820,uncharacterized LOC107073820,ncRNA,1
LOC107073821,LOC107073821,uncharacterized LOC107073821,ncRNA,1
LOC107073826,LOC107073826,glyoxalase domain-containing protein 4,PROTEIN_CODING,1
LOC107073828,LOC107073828,uncharacterized LOC107073828,PROTEIN_CODING,3
LOC107073836,LOC107073836,uncharacterized LOC107073836,ncRNA,1
LOC107073839,LOC107073839,SEC14 domain and spectrin repeat-containing protein 1-B,PROTEIN_CODING,1
LOC107073851,LOC107073851,uncharacterized LOC107073851,ncRNA,1
LOC107073854,LOC107073854,uncharacterized LOC107073854,ncRNA,1
LOC107073856,LOC107073856,uncharacterized LOC107073856,ncRNA,1
LOC107073863,LOC107073863,uncharacterized LOC107073863,ncRNA,1
LOC107073867,LOC107073867,uncharacterized LOC107073867,PROTEIN_CODING,1
LOC107073875,LOC107073875,probable serine hydrolase,PROTEIN_CODING,2
LOC107073877,LOC107073877,traB domain-containing protein,PROTEIN_CODING,2
LOC107073879,LOC107073879,solute carrier family 25 member 35-like,PROTEIN_CODING,2
LOC107073880,LOC107073880,uncharacterized LOC107073880,ncRNA,1
LOC107073886,LOC107073886,uncharacterized LOC107073886,ncRNA,1
LOC107073890,LOC107073890,uncharacterized LOC107073890,PROTEIN_CODING,1
LOC107073894,LOC107073894,U11/U12 small nuclear ribonucleoprotein 59 kDa protein-like,PROTEIN_CODING,1
LOC107073906,LOC107073906,uncharacterized LOC107073906,PROTEIN_CODING,2
LOC107073911,LOC107073911,uncharacterized LOC107073911,PROTEIN_CODING,2
LOC107073921,LOC107073921,zinc finger protein 800,PROTEIN_CODING,1
LOC107073941,LOC107073941,tensin-1-like,PROTEIN_CODING,8
LOC107073962,LOC107073962,uncharacterized LOC107073962,ncRNA,1
LOC107073970,LOC107073970,5'-AMP-activated protein kinase subunit beta-1-like,PSEUDO,NA
LOC107073975,LOC107073975,piggyBac transposable element-derived protein 4-like,PROTEIN_CODING,1
LOC107073980,LOC107073980,uncharacterized LOC107073980,PROTEIN_CODING,1
LOC107073986,LOC107073986,uncharacterized LOC107073986,PROTEIN_CODING,1
LOC107074002,LOC107074002,uncharacterized protein DDB_G0285917-like,PROTEIN_CODING,2
LOC107074003,LOC107074003,uncharacterized LOC107074003,PROTEIN_CODING,1
LOC107074018,LOC107074018,uncharacterized protein C1orf198 homolog,PROTEIN_CODING,4
LOC107074026,LOC107074026,uncharacterized LOC107074026,ncRNA,1
LOC107074027,LOC107074027,craniofacial development protein 2-like,PSEUDO,NA
LOC107074028,LOC107074028,putative leucine-rich repeat-containing protein DDB_G0290503,PROTEIN_CODING,1
LOC107074029,LOC107074029,uncharacterized protein PFB0765w-like,PROTEIN_CODING,1
LOC107074034,LOC107074034,uncharacterized LOC107074034,PROTEIN_CODING,1
LOC107074036,LOC107074036,uncharacterized LOC107074036,PROTEIN_CODING,1
LOC107074037,LOC107074037,putative uncharacterized protein FLJ37770,PROTEIN_CODING,1
LOC107074038,LOC107074038,uncharacterized LOC107074038,PROTEIN_CODING,1
LOC107074039,LOC107074039,"dynein-1-beta heavy chain, flagellar inner arm I1 complex-like",PROTEIN_CODING,1
LOC107074043,LOC107074043,uncharacterized LOC107074043,PROTEIN_CODING,1
LOC107074045,LOC107074045,myb-like protein K,PROTEIN_CODING,1
LOC107074046,LOC107074046,small proline-rich protein 2H-like,PROTEIN_CODING,1
LOC107074048,LOC107074048,myosin-4-like,PROTEIN_CODING,1
LOC107074052,LOC107074052,uncharacterized LOC107074052,PROTEIN_CODING,1
LOC107074053,LOC107074053,uncharacterized LOC107074053,PROTEIN_CODING,1
LOC107074058,LOC107074058,serine/threonine-protein kinase pakD-like,PROTEIN_CODING,1
LOC107074062,LOC107074062,probable serine/threonine-protein kinase kinX,PROTEIN_CODING,3
LOC107074063,LOC107074063,uncharacterized LOC107074063,PROTEIN_CODING,1
LOC107074064,LOC107074064,uncharacterized LOC107074064,PSEUDO,NA
LOC107074065,LOC107074065,uncharacterized LOC107074065,PROTEIN_CODING,1
LOC107074069,LOC107074069,uncharacterized LOC107074069,ncRNA,1
LOC107074077,LOC107074077,uncharacterized LOC107074077,ncRNA,1
LOC107074079,LOC107074079,uncharacterized LOC107074079,ncRNA,1
LOC107074090,LOC107074090,uncharacterized LOC107074090,ncRNA,1
LOC107074095,LOC107074095,uncharacterized LOC107074095,ncRNA,1
LOC107074104,LOC107074104,uncharacterized LOC107074104,PROTEIN_CODING,7
LOC107074109,LOC107074109,ecdysone-induced protein 74EF-like,PROTEIN_CODING,1
LOC107074118,LOC107074118,uncharacterized LOC107074118,ncRNA,2
LOC107074120,LOC107074120,uncharacterized LOC107074120,ncRNA,1
LOC107074124,LOC107074124,uncharacterized LOC107074124,PROTEIN_CODING,1
LOC107074127,LOC107074127,uncharacterized LOC107074127,ncRNA,1
LOC107074128,LOC107074128,coiled-coil domain-containing protein 142,PROTEIN_CODING,1
LOC107074129,LOC107074129,uncharacterized LOC107074129,ncRNA,2
LOC107074131,LOC107074131,uncharacterized LOC107074131,PROTEIN_CODING,5
LOC107074143,LOC107074143,uncharacterized protein C9orf85 homolog,PROTEIN_CODING,2
LOC107074148,LOC107074148,uncharacterized LOC107074148,PROTEIN_CODING,5
LOC107074149,LOC107074149,uncharacterized LOC107074149,ncRNA,1
LOC107074168,LOC107074168,uncharacterized LOC107074168,PROTEIN_CODING,1
LOC107074169,LOC107074169,uncharacterized LOC107074169,ncRNA,1
LOC107074171,LOC107074171,uncharacterized LOC107074171,ncRNA,1
LOC107074176,LOC107074176,uncharacterized LOC107074176,ncRNA,2
LOC107074177,LOC107074177,uncharacterized LOC107074177,PROTEIN_CODING,3
LOC107074193,LOC107074193,uncharacterized LOC107074193,ncRNA,1
LOC107074196,LOC107074196,uncharacterized LOC107074196,PROTEIN_CODING,1
LOC107074201,LOC107074201,uncharacterized LOC107074201,ncRNA,1
LOC107074205,LOC107074205,uncharacterized LOC107074205,PROTEIN_CODING,2
LOC107074207,LOC107074207,leukocyte receptor cluster member 1,PROTEIN_CODING,1
LOC107074209,LOC107074209,uncharacterized LOC107074209,PROTEIN_CODING,3
LOC107074225,LOC107074225,transmembrane inner ear expressed protein,PROTEIN_CODING,2
LOC107074227,LOC107074227,uncharacterized LOC107074227,PROTEIN_CODING,1
LOC107074228,LOC107074228,uncharacterized LOC107074228,ncRNA,3
LOC107074231,LOC107074231,uncharacterized LOC107074231,ncRNA,1
LOC107074232,LOC107074232,uncharacterized LOC107074232,ncRNA,2
LOC107074233,LOC107074233,uncharacterized LOC107074233,ncRNA,1
LOC107074234,LOC107074234,omega-conotoxin-like protein 1,PROTEIN_CODING,1
LOC107074240,LOC107074240,aldose 1-epimerase-like,PSEUDO,NA
LOC107074241,LOC107074241,androglobin-like,PROTEIN_CODING,1
LOC107074251,LOC107074251,uncharacterized LOC107074251,PROTEIN_CODING,1
LOC107074252,LOC107074252,uncharacterized LOC107074252,PROTEIN_CODING,1
LOC107074254,LOC107074254,centrosomal protein of 112 kDa-like,PROTEIN_CODING,1
LOC107074255,LOC107074255,uncharacterized LOC107074255,PROTEIN_CODING,1
LOC107074257,LOC107074257,dirigent protein 10-like,PROTEIN_CODING,1
LOC107074259,LOC107074259,uncharacterized LOC107074259,ncRNA,2
LOC107074261,LOC107074261,uncharacterized LOC107074261,PROTEIN_CODING,1
LOC107074265,LOC107074265,mucin-19-like,PROTEIN_CODING,1
LOC107074266,LOC107074266,uncharacterized LOC107074266,PROTEIN_CODING,1
LOC107074271,LOC107074271,uncharacterized LOC107074271,PROTEIN_CODING,1
LOC107074272,LOC107074272,uncharacterized LOC107074272,ncRNA,1
LOC107074273,LOC107074273,uncharacterized LOC107074273,ncRNA,1
LOC107074274,LOC107074274,uncharacterized LOC107074274,ncRNA,1
LOC107074280,LOC107074280,uncharacterized LOC107074280,ncRNA,1
LOC107074288,LOC107074288,uncharacterized LOC107074288,PROTEIN_CODING,6
LOC107074289,LOC107074289,uncharacterized LOC107074289,PROTEIN_CODING,1
LOC107074290,LOC107074290,uncharacterized LOC107074290,PROTEIN_CODING,1
LOC107074291,LOC107074291,uncharacterized LOC107074291,PROTEIN_CODING,2
LOC107074295,LOC107074295,coiled-coil domain-containing protein 137,PROTEIN_CODING,10
LOC107074298,LOC107074298,MORN repeat-containing protein 3-like,PROTEIN_CODING,1
LOC107074299,LOC107074299,uncharacterized LOC107074299,ncRNA,1
LOC107074306,LOC107074306,uncharacterized LOC107074306,PROTEIN_CODING,1
LOC107074321,LOC107074321,coiled-coil-helix-coiled-coil-helix domain-containing protein 7,PROTEIN_CODING,1
