"ortholog","hog_n13","orthogroup","broad_orthogroup","gene_tree_parent_clade","gene_pd","gene_vv","genomic_member_count_pd","genomic_member_count_vv","relationship_class","gene_dmel","gene_dmel_from_pd_str","gene_dmel_from_vv_str","gene_dmel_shared_str","gene_dmel_union_str","dmel_mapping_confidence","symbol_pd","description_pd","genetype_pd","ntranscripts_pd","symbol_vv","description_vv","genetype_vv","ntranscripts_vv","chromosome_vv","accession_vv","start_vv","stop_vv","symbol_dmel","description_dmel","genetype_dmel","highest_tissue_Female","highest_tissue_Larva","highest_tissue_Male","top_log2_enrich_Female","top_log2_enrich_Larva","top_log2_enrich_Male","tau_Female","tau_Larva","tau_Male","identical_symbol_pd_vv","loading_SC","loading_Stage","loading_Species","top_SC","top_SC_pos","top_SC_neg","top_Stage","top_Stage_pos","top_Stage_neg","top_Species","top_Species_pos","top_Species_neg","rank_SC_loading_pos","rank_SC_loading_neg","rank_Stage_loading_pos","rank_Stage_loading_neg","rank_Species_loading_pos","rank_Species_loading_neg","VIP_SC","VIP_Stage","VIP_Species"
"N13.HOG0009717","N13.HOG0009717","N13.HOG0009717","OG0006146","n0","LOC107074121","LOC127064455",1,1,"one_to_one","FBgn0030738","FBgn0030738","FBgn0030738","FBgn0030738","FBgn0030738","shared_pd_and_vv","LOC107074121","protein IWS1 homolog","PROTEIN_CODING","1","LOC127064455","serine/arginine repetitive matrix protein 5","PROTEIN_CODING","2","6","NC_066591.1","1425412","1430252","CG9915","","PROTEIN_CODING","Ovary","Fat Body","Tubule","0.424527660701514","0.215168059622478","0.994886907081254","0.351986624704957","0.0798192771084337","0.126120033812341",FALSE,0.0232688688019791,0.0245825657447504,-0.0010603838166962,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,270,NA,126,NA,NA,2168,1.216343687585,1.11826420299411,0.07308191112634
"N13.HOG0009718","N13.HOG0009718","N13.HOG0009718","OG0006147","n0","LOC107070424","LOC127072327",1,1,"one_to_one","FBgn0288469","FBgn0288469","FBgn0288469","FBgn0288469","FBgn0288469","shared_pd_and_vv","Pex23","peroxin 23","PROTEIN_CODING","3","Pex23","peroxin 23","PROTEIN_CODING","1","25","NC_066610.1","2205539","2212062","Pex23","Peroxin 23","PROTEIN_CODING","Brain","Salivary Gland","Brain","0.84619442414728","1.03394645320621","2.04007667043007","0.608333333333333","0.425872093023256","0.722113502935421",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009719","N13.HOG0009719","N13.HOG0009719","OG0006148","n0","LOC107068402","LOC127069542",1,1,"one_to_one","FBgn0030456","FBgn0030456","FBgn0030456","FBgn0030456","FBgn0030456","shared_pd_and_vv","LOC107068402","cleft lip and palate transmembrane protein 1-like protein","PROTEIN_CODING","1","LOC127069542","lipid scramblase CLPTM1L","PROTEIN_CODING","2","15","NC_066600.1","1842712","1846568","CG4332","","PROTEIN_CODING","Ovary","Salivary Gland","Tubule","0.478747262281579","1.93293329766282","1.07866971873624","0.591893039049236","0.615056302215765","0.339527278132897",FALSE,0.00423674330382024,-0.0129341266739116,0.0159082589901549,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1673,NA,NA,1102,1104,NA,0.928525837240862,1.01242913286865,1.09640108740586
"N13.HOG0009720","N13.HOG0009720","N13.HOG0009720","OG0006149","n0","LOC107069437","LOC127069830",1,1,"one_to_one","FBgn0029864","FBgn0029864","FBgn0029864","FBgn0029864","FBgn0029864","shared_pd_and_vv","LOC107069437","J domain-containing protein DDB_G0295729","PROTEIN_CODING","5","LOC127069830","uncharacterized LOC127069830","PROTEIN_CODING","6","1","NC_066586.1","8714444","8733282","CG15894","","PROTEIN_CODING","Brain","Midgut","Brain","4.20529642838435","2.30116132065365","2.94390437419379","0.886101499423299","0.644927536231884","0.881214600377596",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009721","N13.HOG0009721","N13.HOG0009721","OG0006150","n0","LOC107068076","LOC127064653",1,1,"one_to_one","FBgn0037057","FBgn0037057","FBgn0037057","FBgn0037057","FBgn0037057","shared_pd_and_vv","LOC107068076","uncharacterized oxidoreductase YjmC","PROTEIN_CODING","1","LOC127064653","uncharacterized oxidoreductase YjmC-like","PROTEIN_CODING","1","1","NC_066586.1","15200840","15203724","CG10512","","PROTEIN_CODING","Hindgut","Tubule","Hindgut","2.80643435841734","2.28050748092264","1.02621371630474","0.707695171240162","0.665515653775322","0.575459745844051",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009722","N13.HOG0009722","N13.HOG0009722","OG0006151","n0","LOC107068694","LOC127063182",1,1,"one_to_one","FBgn0030030","FBgn0030030","FBgn0030030","FBgn0030030","FBgn0030030","shared_pd_and_vv","LOC107068694","uncharacterized LOC107068694","PROTEIN_CODING","1","LOC127063182","uncharacterized LOC127063182","PROTEIN_CODING","3","4","NC_066589.1","2050566","2061259","CG1636","","PROTEIN_CODING","Ganglion","Salivary Gland","Ganglion","1.1106054256833","1.76529056987582","0.884957320723556","0.648616236162362","0.553888419273035","0.635473766640564",FALSE,-0.028707018382462,0.00864011838324034,0.0159085358104478,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,122,1308,NA,1103,NA,1.16946582143071,0.913123523626771,1.09642016592792
"N13.HOG0009723","N13.HOG0009723","N13.HOG0009723","OG0006152","n0","LOC107073271","LOC127071074",1,1,"one_to_one","","","","","","none","LOC107073271","b(0,+)-type amino acid transporter 1-like","PROTEIN_CODING","1","LOC127071074","b(0,+)-type amino acid transporter 1-like","PROTEIN_CODING","3","20","NC_066605.1","2959434","2965009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0177121666018779,-0.0207964188282686,-0.00821472748773243,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,550,NA,NA,528,NA,1515,1.0705882257088,1.03636243759465,0.566161020880197
"N13.HOG0009724","N13.HOG0009724","N13.HOG0009724","OG0006153","n0","LOC107073180","LOC127070312",1,1,"one_to_one","FBgn0015561","FBgn0015561","FBgn0015561","FBgn0015561","FBgn0015561","shared_pd_and_vv","unpg","unplugged","PROTEIN_CODING","1","unpg","unplugged","PROTEIN_CODING","1","18","NC_066603.1","311344","319569","unpg","unplugged","PROTEIN_CODING","Ganglion","Salivary Gland","Ganglion","2.2684784426396","0.999975955683759","0.770516398065863","0.929245283018868","0.75","0.923645320197044",TRUE,0.00228517676157868,0.00339869148872785,0.015124318539738,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1944,NA,1872,NA,1234,NA,0.729301503579247,0.798857587106413,1.04237172046945
"N13.HOG0009725","N13.HOG0009725","N13.HOG0009725","OG0006154","n0","LOC107064269","LOC127066292",1,1,"one_to_one","FBgn0086358","FBgn0086358","FBgn0086358","FBgn0086358","FBgn0086358","shared_pd_and_vv","Tab2","TAK1-associated binding protein 2","PROTEIN_CODING","6","Tab2","TAK1-associated binding protein 2","PROTEIN_CODING","6","9","NC_066594.1","1364409","1375707","Tab2","TAK1-associated binding protein 2","PROTEIN_CODING","Salivary Gland","Salivary Gland","Salivary Gland","1.52024181720983","1.49683146106696","2.14097674084693","0.619411764705882","0.560408464566929","0.615497865240222",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009726","N13.HOG0009726","N13.HOG0009726","OG0006155","n0","LOC107064271","LOC127066296",1,1,"one_to_one","FBgn0030529","FBgn0030529","FBgn0030529","FBgn0030529","FBgn0030529","shared_pd_and_vv","Clic","chloride intracellular channel protein 5","PROTEIN_CODING","1","Clic","chloride intracellular channel protein 5","PROTEIN_CODING","4","9","NC_066594.1","1376494","1392618","Clic","Chloride intracellular channel","PROTEIN_CODING","Midgut","Hindgut","Salivary Gland","2.53642340408513","1.4934085305748","2.55785649761555","0.693830727396329","0.62807881773399","0.636166086729291",TRUE,0.0175579998761179,-0.0197896071719469,-0.00471494803464982,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,562,NA,NA,616,NA,1822,0.985636151478906,0.931753332866637,0.324955367865925
"N13.HOG0009727","N13.HOG0009727","N13.HOG0009727","OG0006156","n0","LOC107069997","LOC127062781",1,1,"one_to_one","FBgn0031529","FBgn0031529","FBgn0031529","FBgn0031529","FBgn0031529","shared_pd_and_vv","LOC107069997","oligosaccharyltransferase complex subunit ostc","PROTEIN_CODING","1","LOC127062781","oligosaccharyltransferase complex subunit ostc-B","PROTEIN_CODING","1","1","NC_066586.1","16076139","16077648","Ostc","Oligosaccharyltransferase complex subunit C","PROTEIN_CODING","Ovary","Salivary Gland","Salivary Gland","0.41657667159943","1.56952433118652","0.54481809566517","0.551423544465771","0.771319863552873","0.533483822422874",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009728","N13.HOG0009728","N13.HOG0009728","OG0006157","n0","LOC107073358","LOC127072207",1,1,"one_to_one","FBgn0034503","FBgn0034503","FBgn0034503","FBgn0034503","FBgn0034503","shared_pd_and_vv","MED8","mediator complex subunit 8","PROTEIN_CODING","2","MED8","mediator complex subunit 8","PROTEIN_CODING","3","24","NC_066609.1","2958564","2960718","MED8","Mediator complex subunit 8","PROTEIN_CODING","Ovary","Fat Body","Hindgut","0.483959133265475","0.583625986490715","0.679103895533025","0.402989821882952","0.379749768303985","0.191554571769113",TRUE,-0.00555780644425489,-0.000652557970752947,-0.0185198847696354,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,1673,NA,2399,NA,538,0.887504724258192,0.96021768914085,1.27639497273874
"N13.HOG0009729","N13.HOG0009729","N13.HOG0009729","OG0006158","n0","LOC107068074","LOC127064646",1,1,"one_to_one","FBgn0023181","FBgn0023181","FBgn0023181","FBgn0023181","FBgn0023181","shared_pd_and_vv","Orc4","origin recognition complex subunit 4","PROTEIN_CODING","3","Orc4","origin recognition complex subunit 4","PROTEIN_CODING","1","1","NC_066586.1","15244941","15247743","Orc4","Origin recognition complex subunit 4","PROTEIN_CODING","Ovary","Salivary Gland","Eye","0.530006674732022","0.96236204122855","-0.115477168746035","0.83587559429477","0.663546255506608","0.337719298245614",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009730","N13.HOG0009730","N13.HOG0009730","OG0006159","n0","LOC107068624","LOC127069856",1,1,"one_to_one","FBgn0034364","FBgn0034364","FBgn0034364","FBgn0034364","FBgn0034364","shared_pd_and_vv","LOC107068624","cysteine dioxygenase type 1","PROTEIN_CODING","1","LOC127069856","cysteine dioxygenase type 1","PROTEIN_CODING","1","16","NC_066601.1","4212961","4215643","CG5493","","PROTEIN_CODING","Eye","Fat Body","Eye","3.25159641835791","2.49625822595018","0.988792065631274","0.957715918712955","0.98420177383592","0.881715771230502",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009731","N13.HOG0009731","N13.HOG0009731","OG0006160","n0","LOC107064608","LOC127063404",1,1,"one_to_one","FBgn0039303","FBgn0039303","FBgn0039303","FBgn0039303","FBgn0039303","shared_pd_and_vv","LOC107064608","protein RER1","PROTEIN_CODING","4","LOC127063404","protein RER1","PROTEIN_CODING","4","4","NC_066589.1","914656","916803","Rer1","Retention in endoplasmic reticulum 1","PROTEIN_CODING","Salivary Gland","Salivary Gland","Salivary Gland","1.93623937241756","2.80936561267714","1.52366629014032","0.652493217326223","0.797433346597692","0.561574074074074",FALSE,0.00322921788241302,-0.0236759991416759,0.0103872697684148,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1809,NA,NA,245,1522,NA,1.09762739504073,1.2028919268792,0.715893164444709
"N13.HOG0009732","N13.HOG0009732","N13.HOG0009732","OG0006161","n0","LOC107068732","LOC127068338",1,1,"one_to_one","FBgn0260860","FBgn0260860","FBgn0260860","FBgn0260860","FBgn0260860","shared_pd_and_vv","Bet5","blocked early in transport 5","PROTEIN_CODING","1","Bet5","blocked early in transport 5","PROTEIN_CODING","1","13","NC_066598.1","3029511","3084185","Bet5","Blocked early in transport 5","PROTEIN_CODING","Hindgut","Salivary Gland","Eye","0.61055874433663","0.521472306965748","0.699340443477893","0.280893536121673","0.203385899814471","0.267297162767546",TRUE,-0.000178605503275715,-0.00589220308745793,0.0193579392042865,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,2442,NA,1754,554,NA,0.944069325537216,1.03829744714688,1.33415388865942
"N13.HOG0009733","N13.HOG0009733","N13.HOG0009733","OG0006162","n0","LOC107070803","LOC127067647",1,1,"one_to_one","FBgn0034050","FBgn0034050","FBgn0034050","FBgn0034050","FBgn0034050","shared_pd_and_vv","bug","thioredoxin domain-containing protein bug","PROTEIN_CODING","1","bug","thioredoxin domain-containing protein bug","PROTEIN_CODING","1","11","NC_066596.1","426770","428162","bug","bunker gear","PROTEIN_CODING","Ganglion","Midgut","Eye","1.19671308967271","0.554246423481644","0.778142933866156","0.329911300919842","0.251476793248945","0.310296846011132",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009734","N13.HOG0009734","N13.HOG0009734","OG0006163","n0","LOC107064088","LOC127067334",1,1,"one_to_one","FBgn0039360","FBgn0039360","FBgn0039360","FBgn0039360","FBgn0039360","shared_pd_and_vv","CLS","cardiolipin synthase","PROTEIN_CODING","1","CLS","cardiolipin synthase","PROTEIN_CODING","2","1","NC_066586.1","6067614","6070232","CLS","Cardiolipin synthase","PROTEIN_CODING","Midgut","Fat Body","Tubule","0.485224317386962","2.12830754599071","-0.465822853071424","0.286754385964912","0.890309886866699","0.198444469861604",TRUE,-0.00834913277801315,-0.0182117663459609,0.0152735472220384,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,1332,NA,742,1207,NA,1.06834021002159,1.14507292832966,1.05265659762965
"N13.HOG0009735","N13.HOG0009735","N13.HOG0009735","OG0006164","n0","LOC107064746","LOC127061857",1,1,"one_to_one","FBgn0036462","FBgn0036462","FBgn0036462","FBgn0036462","FBgn0036462","shared_pd_and_vv","mRpL39","mitochondrial ribosomal protein L39","PROTEIN_CODING","2","mRpL39","mitochondrial ribosomal protein L39","PROTEIN_CODING","1","2","NC_066587.1","8263570","8265032","mRpL39","mitochondrial ribosomal protein L39","PROTEIN_CODING","Ovary","Hindgut","Hindgut","0.388118354611473","0.824320257172055","1.61850371996169","0.532286995515695","0.40302757793765","0.434856017259169",TRUE,0.00322136175222909,-0.0143418050934305,0.0150012947583848,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1810,NA,NA,992,1253,NA,0.926936669835249,1.01438957123402,1.03389289147026
"N13.HOG0009736","N13.HOG0009736","N13.HOG0009736","OG0006165","n0","LOC107065336","LOC127068048",1,1,"one_to_one","FBgn0035825","FBgn0035825","FBgn0035825","FBgn0035825","FBgn0035825","shared_pd_and_vv","Tmem43","Transmembrane protein 43","PROTEIN_CODING","1","Tmem43","Transmembrane protein 43","PROTEIN_CODING","4","12","NC_066597.1","591572","600444","Tmem43","Transmembrane protein 43","PROTEIN_CODING","Eye","Salivary Gland","Eye","0.622309500889851","0.603661313204386","0.965602900080447","0.459902488231338","0.228907637655417","0.488127154346993",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009737","N13.HOG0009737","N13.HOG0009737","OG0006166","n0","LOC107063790","LOC127065369",1,1,"one_to_one","FBgn0051108","FBgn0051108","FBgn0051108","FBgn0051108","FBgn0051108","shared_pd_and_vv","TTLL5","Tubulin tyrosine ligase-like 5","PROTEIN_CODING","1","TTLL5","Tubulin tyrosine ligase-like 5","PROTEIN_CODING","2","7","NC_066592.1","7364974","7386206","TTLL5","Tubulin tyrosine ligase-like 5","PROTEIN_CODING","Ganglion","Tubule","Ganglion","0.754077626129096","0.445361952654219","0.486059348417361","0.586047164514318","0.2084","0.664109589041096",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009738","N13.HOG0009738","N13.HOG0009738","OG0006167","n0","LOC107070332","LOC127068332",1,1,"one_to_one","FBgn0038183","FBgn0038183","FBgn0038183","FBgn0038183","FBgn0038183","shared_pd_and_vv","LOC107070332","protein BCCIP homolog","PROTEIN_CODING","1","LOC127068332","protein BCCIP homolog","PROTEIN_CODING","1","13","NC_066598.1","3455435","3456927","CG9286","","PROTEIN_CODING","Eye","Fat Body","Salivary Gland","0.0844503121035514","1.03054892007919","0.661197963198826","0.355072463768116","0.526190476190476","0.333823529411765",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009739","N13.HOG0009739","N13.HOG0009739","OG0006168","n0","LOC107070435","LOC127062829",1,1,"one_to_one","FBgn0037705","FBgn0037705","FBgn0037705","FBgn0037705","FBgn0037705","shared_pd_and_vv","mura","murashka","PROTEIN_CODING","5","mura","murashka","PROTEIN_CODING","5","3","NC_066588.1","6588334","6624783","mura","murashka","PROTEIN_CODING","Ganglion","Midgut","Eye","1.73348478233704","1.20469017058967","0.327372745118992","0.463405797101449","0.531084656084656","0.18080888183981",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009740","N13.HOG0009740","N13.HOG0009740","OG0006169","n0","LOC107074089","LOC127064717",1,1,"one_to_one","FBgn0032988","FBgn0032988","FBgn0032988","FBgn0032988","FBgn0032988","shared_pd_and_vv","Tif-IA","RNA polymerase I-specific transcription initiation factor RRN3 homolog Tif-IA","PROTEIN_CODING","1","Tif-IA","RNA polymerase I-specific transcription initiation factor RRN3 homolog Tif-IA","PROTEIN_CODING","3","6","NC_066591.1","5337471","5340511","Tif-IA","Tif-IA","PROTEIN_CODING","Ovary","Fat Body","Ganglion","0.525964298704921","0.137893225793378","1.14339337921337","0.399447663889895","0.279878460499662","0.409525965207269",TRUE,-0.0146520112503874,-0.0242516294792017,-0.0143319076244896,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,781,NA,203,NA,1174,1.2792539720914,1.32882431263394,0.987758567032092
"N13.HOG0009741","N13.HOG0009741","N13.HOG0009741","OG0006170","n0","LOC107074331","LOC127066937",1,1,"one_to_one","FBgn0038902","FBgn0038902","FBgn0038902","FBgn0038902","FBgn0038902","shared_pd_and_vv","LOC107074331","cyclin-dependent kinase 20-like","PROTEIN_CODING","1","LOC127066937","cyclin-dependent kinase 20-like","PROTEIN_CODING","4","10","NC_066595.1","7534799","7536449","CG6800","","PROTEIN_CODING","Ganglion","Fat Body","Ganglion","2.94752361100621","0.206449397790828","2.18219900502674","0.766203703703704","0.9","0.7590799031477",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009742","N13.HOG0009742","N13.HOG0009742","OG0006171","n0","LOC107064705","LOC127069443",1,1,"one_to_one","FBgn0004611","FBgn0004611","FBgn0004611","FBgn0004611","FBgn0004611","shared_pd_and_vv","Plc21C","Phospholipase C at 21C","PROTEIN_CODING","2","Plc21C","Phospholipase C at 21C","PROTEIN_CODING","3","15","NC_066600.1","2513099","2530286","Plc21C","Phospholipase C at 21C","PROTEIN_CODING","Brain","Hindgut","Brain","1.57697275818296","1.55001613443092","1.45763706356085","0.597481158270528","0.550788091068301","0.634488644445498",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009743","N13.HOG0009743","N13.HOG0009743","OG0006172","n0","LOC107064789","LOC127068995",1,1,"one_to_one","FBgn0267488","FBgn0267488","FBgn0267488","FBgn0267488","FBgn0267488","shared_pd_and_vv","Mcr","macroglobulin complement-related","PROTEIN_CODING","1","Mcr","macroglobulin complement-related","PROTEIN_CODING","2","14","NC_066599.1","4503621","4510062","Mcr","Macroglobulin complement-related","PROTEIN_CODING","Eye","Salivary Gland","Eye","0.315676835600277","1.74874262349923","1.40896290089142","0.511042183622829","0.668292682926829","0.699115933293148",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009744","N13.HOG0009744","N13.HOG0009744","OG0006173","n0","LOC107070756","LOC127067585",1,1,"one_to_one","FBgn0039048","FBgn0039048","FBgn0039048","FBgn0039048","FBgn0039048","shared_pd_and_vv","LOC107070756","uncharacterized LOC107070756","PROTEIN_CODING","2","LOC127067585","uncharacterized LOC127067585","PROTEIN_CODING","3","11","NC_066596.1","3149676","3153618","CG17111","","PROTEIN_CODING","Hindgut","Salivary Gland","Hindgut","3.84641840247785","3.33047191760768","1.75687044871534","0.822980366913421","0.978592519685039","0.672597244025815",FALSE,-0.0125081305461271,-0.00181999379159234,-0.0148843589738452,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,949,NA,2252,NA,1138,0.791402400982204,0.775774973677068,1.02583364869547
"N13.HOG0009745","N13.HOG0009745","N13.HOG0009745","OG0006174","n0","LOC107070740","LOC127067642",1,1,"one_to_one","FBgn0036520","FBgn0036520","FBgn0036520","FBgn0036520","FBgn0036520","shared_pd_and_vv","LOC107070740","uncharacterized LOC107070740","PROTEIN_CODING","1","LOC127067642","uncharacterized LOC127067642","PROTEIN_CODING","2","11","NC_066596.1","392974","397328","CG13449","","PROTEIN_CODING","Hindgut","Hindgut","Hindgut","4.19263533656726","0.652076120078696","-1.227410244108","0.90869140625","0.800699300699301","0.726045296167247",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N13.HOG0009746","N13.HOG0009746","N13.HOG0009746","OG0006175","n0","LOC107071284","LOC127063371",1,1,"one_to_one","FBgn0033453","FBgn0033453","FBgn0033453","FBgn0033453","FBgn0033453","shared_pd_and_vv","Sting","sting","PROTEIN_CODING","1","Sting","sting","PROTEIN_CODING","1","4","NC_066589.1","4242927","4244621","Sting","Sting","PROTEIN_CODING","Midgut","Fat Body","Midgut","0.764664429966789","0.989583351855006","1.60802050768258","0.504319802523313","0.595278532608696","0.489572756385222",TRUE,-0.0107971473732209,-0.00402530666820492,-0.0213540250578988,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,1086,NA,1966,NA,200,1.06584724548385,1.12164518430933,1.47172461225716
"N13.HOG0009747","N13.HOG0009747","N13.HOG0009747","OG0006176","n0","LOC107071491","LOC127064107",1,1,"one_to_one","","","","","","none","LOC107071491","uncharacterized LOC107071491","PROTEIN_CODING","1","LOC127064107","uncharacterized LOC127064107","PROTEIN_CODING","7","5","NC_066590.1","8237139","8244819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00754560291062025,0.00376254550047963,0.022967030962653,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1309,NA,1833,NA,86,NA,1.11452641563265,1.20243944685274,1.58289337239988
