HOG	OG	Gene Tree Parent Clade	Acromyrmex_echinatior.clean	Ancistrocerus_nigricornis.clean	Andrena_flavipes.clean	Anoplius_nigerrimus.clean	Apis_cerana.clean	Apis_dorsata.clean	Apis_florea.clean	Apis_laboriosa.clean	Apis_mellifera.clean	Atta_cephalotes.clean	Belonocnema_kinseyi.clean	Bombus_campestris.clean	Bombus_hortorum.clean	Bombus_hypnorum.clean	Bombus_impatiens.clean	Bombus_lapidarius.clean	Bombus_monticola.clean	Bombus_muscorum.clean	Bombus_pascuorum.clean	Bombus_pratorum.clean	Bombus_sylvestris.clean	Bombus_terrestris.clean	Bombus_vestalis.clean	Buathra_laborator.clean	Caenorhabditis_elegans.clean	Camponotus_floridanus.clean	Ceratina_calcarata.clean	Colletes_latitarsis.clean	Copidosoma_floridanum.clean	Dolichovespula_media.clean	Dolichovespula_saxonica.clean	Dolichovespula_sylvestris.clean	Drosophila_melanogaster.clean	Dufourea_novaeangliae.clean	Eufriesea_mexicana.clean	Gasteruption_jaculator.clean	Habropoda_laboriosa.clean	Halictus_rubicundus.clean	Harpegnathos_saltator.clean	Lasioglossum_calceatum.clean	Lasioglossum_lativentre.clean	Lasioglossum_morio.clean	Linepithema_humile.clean	Macropis_europaea.clean	Megachile_rotundata.clean	Megalopta_genalis.clean	Melipona_bicolor.clean	Melipona_quadrifasciata.clean	Mischocyttarus_mexicanus.clean	Monomorium_pharaonis.clean	Nasonia_vitripennis.clean	Nysson_spinosus.clean	Ooceraea_biroi.clean	Orussus_abietinus.clean	Osmia_bicornis_bicornis.clean	Pemphredon_lugubris.clean	Polistes_canadensis.clean	Polistes_dominula.clean	Polistes_exclamans.clean	Polistes_fuscatus.clean	Solenopsis_invicta.clean	Tetragonisca_angustula.clean	Tiphia_femorata.clean	Tribolium_castaneum.clean	Venturia_canescens.clean	Vespa_crabro.clean	Vespa_mandarinia.clean	Vespa_velutina.clean	Vespula_germanica.clean	Vespula_pensylvanica.clean	Vespula_vulgaris.clean	Xylocopa_sonorina.clean
N55.HOG0008254	OG0006345	n0					LOC107997558	LOC102671724		LOC122712745	LOC412008																																																															
N55.HOG0008255	OG0006346	n0					LOC108001447	LOC102680115		LOC122714255	LOC551981																																																															
N55.HOG0008256	OG0006347	n0					LOC108003923	LOC102681601		LOC122716944	LOC551928																																																															
N55.HOG0008257	OG0006348	n50						LOC102679073		LOC122714500	LOC100576369																																																															
N55.HOG0008258	OG0006349	n0					LOC107996534	LOC102673416		LOC122715075	LOC102654384																																																															
N55.HOG0008259	OG0006350	n0					LOC107999261	LOC102676148		LOC122716641	LOC551778																																																															
N55.HOG0008260	OG0006351	n0					LOC108002508	LOC102673666		LOC122717420	LOC551629																																																															
N55.HOG0008261	OG0006352	n0					LOC108002507	LOC102673786		LOC122717435	LOC552451																																																															
N55.HOG0008262	OG0006353	n0					LOC107996795	LOC116186260		LOC122720449	LOC725357																																																															
N55.HOG0008263	OG0006354	n0					LOC107998897	LOC102673936		LOC122720892	LOC409342																																																															
N55.HOG0008264	OG0006355	n0					LOC107993395	LOC102672327		LOC122716206	LOC724378																																																															
N55.HOG0008265	OG0006356	n0					LOC108002398	LOC116186608		LOC122713593	LOC551635																																																															
N55.HOG0008266	OG0006357	n0					LOC107993800	LOC102670616		LOC122716264	LOC412155																																																															
N55.HOG0008267	OG0006358	n0					LOC107996724	LOC102672941		LOC122720489	LOC410884																																																															
N55.HOG0008268	OG0006359	n0					LOC107992617	LOC102670554		LOC122717235	LOC409538																																																															
N55.HOG0008269	OG0006360	n0					LOC107995598	LOC102680136		LOC122714475	LOC100578763																																																															
N55.HOG0008270	OG0006361	n0					LOC107993648	LOC102673341		LOC122719600	LOC551644																																																															
N55.HOG0008271	OG0006362	n0					LOC107998080	LOC102672534		LOC122712296	LOC726147																																																															
N55.HOG0008272	OG0006363	n0					LOC107994485	LOC102674093		LOC122714858	LOC100576667																																																															
N55.HOG0008273	OG0006364	n0					LOC108001178	LOC102678931		LOC122710390	LOC412306																																																															
N55.HOG0008274	OG0006365	n18					LOC108000613	LOC102677161		LOC122713417	LOC552561																																																															
N55.HOG0008275	OG0006366	n0					LOC107993728	LOC102678739		LOC122713282	LOC726197																																																															
N55.HOG0008276	OG0006367	n0					LOC107992767	LOC102680935		LOC122715721	LOC551204																																																															
N55.HOG0008277	OG0006368	n0					LOC107992707	LOC102680699		LOC122715726	LOC724372																																																															
N55.HOG0008278	OG0006369	n0					LOC108001175	LOC102679416		LOC122710363	LOC409427																																																															
N55.HOG0008279	OG0006370	n0					LOC108001152	LOC102670981		LOC122710407	LOC726592																																																															
N55.HOG0008280	OG0006371	n0					LOC108000464	LOC102677655		LOC122711688	LOC724692																																																															
N55.HOG0008281	OG0006372	n0					LOC107996344	LOC102672260		LOC122712851	LOC408532																																																															
N55.HOG0008282	OG0006373	n0					LOC107995070	LOC102677886		LOC122718113	LOC408364																																																															
N55.HOG0008283	OG0006374	n0					LOC107996439	LOC102675049		LOC122717032	LOC726422																																																															
N55.HOG0008284	OG0006375	n0					LOC107996472	LOC102674529		LOC122717117	LOC413643																																																															
N55.HOG0008285	OG0006376	n0					LOC108004099	LOC102681886		LOC122713321	LOC724357																																																															
N55.HOG0008286	OG0006377	n0					LOC108000929	LOC102678771		LOC122710682	LOC409397																																																															
N55.HOG0008287	OG0006378	n0					LOC107992772	LOC102679615		LOC122712733	LOC412473																																																															
N55.HOG0008288	OG0006379	n0					LOC107994955	LOC102671521		LOC122712758	LOC724585																																																															
N55.HOG0008289	OG0006380	n0					LOC107993623	LOC102672321		LOC122718473																																																																
N55.HOG0008290	OG0006381	n0					LOC107996537	LOC102679197		LOC122714681	LOC552102																																																															
N55.HOG0008291	OG0006382	n0					LOC107992489	LOC102673196		LOC122720152	LOC410804																																																															
N55.HOG0008292	OG0006383	n0					LOC108002874	LOC102675762		LOC122719318	LOC408678																																																															
N55.HOG0008293	OG0006384	n0					LOC108002704	LOC102676529		LOC122718861	LOC411766																																																															
N55.HOG0008294	OG0006385	n0					LOC107995390	LOC102677165		LOC122721083	LOC551727																																																															
N55.HOG0008295	OG0006386	n6					LOC107997263	LOC102672097		LOC122712644																																																																
N55.HOG0008296	OG0006387	n0					LOC107999946	LOC102672179		LOC122717086	LOC724935																																																															
N55.HOG0008297	OG0006388	n0					LOC107998752	LOC102671931		LOC122710973	LOC551439																																																															
N55.HOG0008298	OG0006389	n0					LOC107998664	LOC102672141		LOC122711361	LOC412954																																																															
N55.HOG0008299	OG0006390	n0					LOC107995375	LOC102672853		LOC122718509	LOC409089																																																															
N55.HOG0008300	OG0006391	n0					LOC107994418	LOC102679322		LOC122715327	LOC408839																																																															
N55.HOG0008301	OG0006392	n0					LOC107998145	LOC102671272		LOC122712285	LOC409642																																																															
N55.HOG0008302	OG0006393	n0					LOC107995816	LOC102680007		LOC122718214	LOC410257																																																															
N55.HOG0008303	OG0006394	n0					LOC108002358	LOC102673357		LOC122719653	LOC413906																																																															
N55.HOG0008304	OG0006395	n0					LOC107998628	LOC102676353		LOC122720297	LOC725905																																																															
N55.HOG0008305	OG0006396	n0					LOC107998621	LOC102676704		LOC122720328	LOC100577580																																																															
